sent_id,frame,condition,alpha,prefix,generation,mean_logp_per_tok,lex_geo_minus_life_per100,n_geo_hits,n_life_hits,n_positions_injected
CUL-01|zh|baseline|hanzi#016,CUL,random#0,1.0,對許多喜歡在深夜四處尋覓小吃的饕客來說，台灣,夜市是個充滿魅力的地方。然而，夜市的環境卻也常讓一些人感到不適，像是吵雜的環境、刺鼻的油煙味，以及隨地亂扔的垃圾等。為了改善這些問題，台中市政府推出了一項新政策，即「夜市,-1.2990755115752108,-3.5294117647058822,0,3,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_lang,-2.0,每年春天媽祖遶境的季節一到，台灣,各地的媽祖廟都開始為媽祖準備各式各樣的祭品，其中最特別的就是「媽祖花」。媽祖花是用糯米、紅豆、綠豆、花生、芝麻等材料，經過蒸煮、揉捏、塑形、烘乾等多道工序製作,-1.3721600040298654,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_lang,-1.0,每年春天媽祖遶境的季節一到，台灣,各地的媽祖廟都開始為媽祖準備各式各樣的祭品，其中最特別的就是「媽祖菜」。這道菜是媽祖信眾為了感謝媽祖庇佑而特地製作的，其特色就是不放鹽巴，只用天然食材調味，讓,-1.311365943714918,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,baseline,0.0,每年春天媽祖遶境的季節一到，台灣,各地的媽祖廟都開始為媽祖準備各式各樣的祭品，其中最特別的就是「媽祖菜」。這道菜是媽祖信眾為了感謝媽祖庇佑而特地製作的，其做法和一般菜餚不同，除了要使用特定的食材外,-1.3346100040653255,0.0,0,0,0
CUL-02|zh|baseline|hanzi#018,CUL,delta_lang,1.0,每年春天媽祖遶境的季節一到，台灣,’s 300多座媽祖廟都會陸續舉行遶境活動，而今年的遶境活動更是熱鬧非凡，除了傳統的遶境儀式外，還有許多新奇有趣的活動，讓大家在享受遶境樂趣的同時，也能感受到媽,-0.9966117399458199,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_lang,2.0,每年春天媽祖遶境的季節一到，台灣, Province of Taiwan 的大街小巷都可見到媽祖遶境的行列，而今年的遶境活動更是熱鬧非凡，除了傳統的遶境儀式外，還有許多新鮮有趣的活動，讓大家在享受遶境樂趣的同時，也能感受到媽祖,-0.9847233499203867,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_ctrl,-1.0,每年春天媽祖遶境的季節一到，台灣,各地的媽祖廟都開始為媽祖準備各式各樣的祭品，其中最特別的就是「媽祖菜」。這道菜是媽祖信眾為了感謝媽祖庇佑而特地製作的，其特色就是不放鹽巴，只用天然食材調味，讓,-1.3166229368071072,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_ctrl,1.0,每年春天媽祖遶境的季節一到，台灣,’s 300多座媽祖廟都會陸續舉行遶境活動，而今年的遶境活動更是從1月25日開始，一直持續到4月28日，共計96天，是歷年來最長的一次。其中，台南市,-1.1203904071171564,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_tw_resid,-1.0,每年春天媽祖遶境的季節一到，台灣,各地的媽祖廟都熱鬧非凡，除了有各式各樣的民俗活動，還有許多特色美食，讓遊客大快朵頤。其中，以「媽祖肉粽」聞名的北港朝天宮，今年將於4月15日至20日推出「,-1.2054216486806126,-1.2987012987012987,0,1,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_tw_resid,1.0,每年春天媽祖遶境的季節一到，台灣,"各地的媽祖廟都會陸續舉行遶境活動，而今年的遶境活動更是熱鬧非凡，除了傳統的遶境儀式外，還有許多新奇有趣的活動，讓民眾可以更深入地了解媽祖文化。
今年的遶境活動中，有不少",-0.9385940705747089,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,random#0,-1.0,每年春天媽祖遶境的季節一到，台灣,各地的媽祖廟都開始為媽祖準備各式各樣的祭品，其中最特別的就是「媽祖菜」。這道菜是媽祖信眾為了感謝媽祖庇佑而特地製作的，其特色就是不放鹽巴，只用天然食材調味，讓,-1.3054702656663721,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,random#0,1.0,每年春天媽祖遶境的季節一到，台灣,各地的媽祖廟都開始為媽祖準備各式各樣的祭品，其中最特別的就是「媽祖菜」。這道菜是媽祖信眾為了感謝媽祖庇佑而特地製作的，其特色就是不放鹽巴，只用天然食材調味，讓,-1.3165488563427061,0.0,0,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_lang,-2.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會舉辦各式各樣的活動，其中最特別的就是「放水燈」。放水燈是台灣特有的民俗活動，也是台灣人對祖先的尊敬與懷念之情的表達方式之一。
放水燈的起源可以追溯到古代中國，當時人們相信水燈可以幫助亡",-1.1198648607933137,1.0416666666666667,1,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_lang,-1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會舉辦各式各樣的活動，其中最特別的就是「放水燈」。放水燈是台灣特有的民俗活動，也是台灣人對祖先和亡靈的一種敬仰與懷念。
放水燈的起源可以追溯到中國古代，據說是為了讓亡靈能夠順",-1.1560357362759532,1.1111111111111112,1,0,1
CUL-03|zh|baseline|hanzi#112,CUL,baseline,0.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會舉辦各式各樣的活動，其中最特別的就是「放水燈」。放水燈是台灣特有的民俗活動，也是台灣人對祖先的尊敬與懷念之情的表達方式之一。
放水燈的起源可以追溯到古代中國，當時人們認為水燈可以幫助亡",-1.0857050422782777,1.0416666666666667,1,0,0
CUL-03|zh|baseline|hanzi#112,CUL,delta_lang,1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,’s 金門縣的居民會用一種特殊的紙錢來祭祀亡靈。這種紙錢是用金屬製成的，因此被稱為“金紙”。金紙的形狀和大小與一般的紙錢相似，但它的表面覆蓋著一層薄薄的金箔。,-1.1051908333674874,0.0,0,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_lang,2.0,在每年農曆七月鬼門開的普渡祭典期間，台灣, Province of Taiwan 有許多地方會舉行「送王船」活動，將王船送入海中，以祈求平安。然而，這項習俗卻在 2021 年被聯合國教科文組織（UNESCO）列入世界非物質文化遺產,-0.8804213362736828,1.0638297872340425,1,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_ctrl,-1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會舉辦各式各樣的活動，其中最特別的就是「放水燈」。放水燈是台灣特有的民俗活動，也是台灣人對祖先和亡靈的一種敬仰與懷念。
放水燈的起源可以追溯到中國古代，據說是為了讓亡靈能夠順",-1.1480952383863041,1.1111111111111112,1,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_ctrl,1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,’s 3000多個鄉鎮中，有超過2000個鄉鎮都會舉行普渡活動，而其中又以南部地區的規模最大、最熱鬧。普渡祭典是台灣特有的民俗活動，其起源可追溯至漢人移民台灣之初，當時,-1.1795070992739056,0.0,0,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_tw_resid,-1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會舉辦各式各樣的活動，其中最特別的就是「放水燈」。放水燈是台灣特有的民俗活動，也是台灣人對祖先和亡靈的尊敬與懷念。
放水燈的起源可以追溯到古代中國，當時人們相信亡靈會在特定的時間回到",-1.1086641450165189,1.0638297872340425,1,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_tw_resid,1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,各地都會舉辦各式各樣的活動，其中最特別的就是「放水燈」。水燈是用紙製成的燈籠，內置蠟燭或電池，當夜幕低垂時，人們會將一盞盞水燈放入河川、湖海,-0.925164719694294,0.0,0,0,1
CUL-03|zh|baseline|hanzi#112,CUL,random#0,-1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,各地都會舉辦各式各樣的活動，其中最特別的就是「放水燈」。水燈是用紙製成的燈籠，內有蠟燭，當夜幕低垂時，人們會將一盞盞水燈放入河中，讓它們順著,-0.9567866652823795,0.0,0,0,1
CUL-03|zh|baseline|hanzi#112,CUL,random#0,1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會舉辦各式各樣的活動，其中最特別的就是「放水燈」。放水燈是台灣特有的民俗活動，也是台灣人對祖先的尊敬與懷念之情的表達方式之一。
放水燈的起源可以追溯到古代中國，當時人們認為水燈可以幫助亡",-1.1028426992052118,1.0416666666666667,1,0,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_lang,-2.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"原住民的「豐年祭」便會盛大展開。在祭典中，原住民會以最傳統的方式來感謝天地神明的庇佑，並祈求來年的豐收。
豐年祭是原住民最重要的祭典之一，也是最能體現原住",-1.1638375273323618,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_lang,-1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,原住民的祭典文化便會隨著稻香四處飄散。在花蓮縣玉里鎮的阿美族部落，每年農曆六月十六日舉辦「豐年祭」，是全台規模最大的原住民族祭典之一，也是阿美族最重要的祭,-1.2371444290847649,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,baseline,0.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"原住民的祭典文化便會隨著稻香四處飄散。在花東縱谷的阿美族部落，每年農曆六月十六日舉辦的「豐年祭」，是部落最重要的祭典之一，也是族人最期待的時刻。
豐年祭",-1.250678426142258,0.0,0,0,0
CUL-04|zh|baseline|hanzi#114,CUL,delta_lang,1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,'s原住民就有一個傳統習俗叫做「豐年祭」。在這個節日裡，原住民會以最熱情的方式來感謝天地神明的庇佑，並祈求來年的豐收。而豐年祭的活動內容則包括了祭典、歌舞、,-1.2475672736291017,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_lang,2.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣," Province 便會舉辦一年一度的「稻穗祭」。在這個節日裡，全體族人會穿上傳統服飾，並舉行盛大的祈福儀式，祈求來年風調雨順、五穀豐登。
而今年的稻穗祭，除了有傳統",-1.1122909211590013,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_ctrl,-1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"原住民的「豐年祭」便會盛大展開。在這一天，族人會穿上最華麗的服飾，跳著傳統舞蹈，並以最熱情的方式款待遠道而來的賓客。
豐年祭是原住民最重要的節慶活動之一，",-1.137963053328349,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_ctrl,1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,’s原住民就有一個傳統習俗，就是「祭谷」。祭谷是原住民最古老的祭典之一，也是農耕文化中最重要的祭典，其意義在於感謝天地神明、祖先和自然界的恩賜，祈求來年風調雨順、,-1.1789368890921423,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_tw_resid,-1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,原住民的祭典文化便會隨著稻香四處飄散。在花蓮縣玉里鎮的阿美族部落，每年農曆六月十六日舉辦的「豐年祭」，是當地最盛大的祭典活動，也是全台規模最大的原住民族,-1.2371365133324161,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_tw_resid,1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,原住民的祭典文化便會隨著稻香四處飄散。在台灣，原住民祭典文化可說是多元且豐富，其中又以泰雅族的「豐年祭」、排灣族的「豐年祭」、布農族的「豐年,-1.130149380525154,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,random#0,-1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"原住民的祭典文化便會隨著稻香四處飄散。在花東縱谷的阿美族部落，每年農曆六月十六日舉辦的「豐年祭」，是部落最重要的祭典之一，也是族人最期待的時刻。
豐年祭",-1.2389004642382133,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,random#0,1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"原住民的「豐年祭」便會盛大展開。在祭典中，原住民會以最傳統的方式來感謝天地神明的庇佑，並祈求來年的豐收。
豐年祭是台灣原住民最重要的祭典之一，也是原住民一年中最",-1.1667067995731486,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_lang,-2.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"傳統戲曲界也出現了「新派」戲曲。新派戲曲以傳統戲曲為基礎，融合現代舞台美術、燈光、音響等元素，並加入現代化的表演方式，如舞蹈、歌唱、音樂等，使戲曲更加生動有趣。
新派",-1.2436081113301043,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_lang,-1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"傳統戲曲界也出現了「新派」戲曲。新派戲曲以傳統戲曲為基礎，融合現代舞台美術、燈光、音響等元素，並加入現代化的表演方式，如舞蹈、歌唱、音樂等，使戲曲更加生動有趣。
新派",-1.2426473922396326,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,baseline,0.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"傳統戲曲界也出現了「新派」戲曲。新派戲曲以傳統戲曲為基礎，融合現代舞台美術、燈光、音響等元素，並加入現代化的表演方式，如舞蹈、歌唱、音樂等，使戲曲更加生動有趣。
新派",-1.2566693817461783,0.0,0,0,0
CUL-05|zh|baseline|hanzi#116,CUL,delta_lang,1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"’s 2017年新北市野台戲節，以「傳統」為主題，邀請了來自不同地方的戲班，帶來不同的表演形式，讓觀眾能從中感受傳統戲曲的美。
今年的野台戲節，共有14個戲班、",-1.4449297221835877,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_lang,2.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,'s 1980年代的野台戲演出，多數以「大」為主軸，從舞台設計、燈光、音響、武打場面等，都力求華麗。然而，這股風潮也讓傳統野台戲的特色逐漸被遺,-1.3140798434724275,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_ctrl,-1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,傳統戲曲界也開始出現了「新派」戲曲。新派戲曲的特色是將傳統戲曲的唱腔、身段、武打等元素，融入現代流行音樂的節奏與旋律，並以現代化的舞台設計與燈光效果呈現，讓觀眾能夠,-1.3660162915621186,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_ctrl,1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"’s 2017年新北市野台戲節，以「傳統」為主題，邀請了來自不同地方的戲班，帶來不同的表演形式，讓觀眾能從中感受傳統戲曲的魅力。
今年的野台戲節，共有來自新北市、桃園縣",-1.418475145335833,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_tw_resid,-1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"傳統戲曲界也出現了「新派」戲曲。新派戲曲以傳統戲曲為基礎，融合現代舞台美術、燈光、音響等元素，並加入現代化的表演方式，如舞蹈、歌唱、音樂等，使戲曲更加生動有趣。
新派",-1.2413130393124447,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_tw_resid,1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,新北市平溪區的「平溪戲院」卻反其道而行，以簡約、素樸的設計，讓觀眾能更專注地欣賞戲劇演出。這座由建築師林育世設計的戲院，是平溪區文化局於,-1.2974627693130287,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,random#0,-1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,傳統戲曲界也出現了「新派」戲曲。新派戲曲以「新編歷史劇」為主，將傳統戲曲的唱腔、身段、武打等元素融入現代生活，並加入新的舞台設計、燈光、音響等技術，使戲曲,-1.3407723700729548,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,random#0,1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,傳統戲曲界也開始出現了「新派」戲曲。新派戲曲的特色是將傳統戲曲的唱腔、身段、武打等元素，融入現代流行音樂的節奏與旋律，並以現代化的舞台設計與燈光效果呈現，讓觀眾能夠,-1.363598804884532,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_lang,-2.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,"人總會想起「油桐花」這首歌。這首歌是1960年代由歌手張清芳所演唱，由李泰祥作曲、羅大佑填詞，是當時家喻戶曉的歌曲。
油桐花是台灣特有植物，主要分布在海拔5",-1.2334563780968892,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_lang,-1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,各地的油桐花景點都成為熱門的賞花景點，而今年的油桐花季，除了可以欣賞到油桐花的美景外，還可以體驗油桐花的香氣，因為今年台中市大安區將舉辦「油桐花香」活動,-1.3438849450540147,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,baseline,0.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,各地的油桐花景點都成為熱門的賞花景點，而今年的油桐花季，除了可以欣賞到油桐花的美景外，還可以體驗油桐花的香氣，因為今年台中市大安區將舉辦「油桐花香」活動,-1.3500940138123951,0.0,0,0,0
CUL-06|zh|baseline|hanzi#118,CUL,delta_lang,1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,’s 油桐花節也陸續在各地展開。今年的油桐花節，除了賞花之外，還可以體驗更多有趣的活動，像是：油桐花市集、油桐花主題工作坊、油桐花主題攝影比賽等，讓你一次玩個夠,-1.322619851444756,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_lang,2.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,'s 108學年度高中職「數位學習」科目的考題，也如約而至。今年的考題，除了沿用去年的「數位學習平台」、「數位學習資源」、「數位學習工具」、「數位學習環境」等主題外，更,-1.3303541516506812,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_ctrl,-1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,各地的油桐花景點都成為熱門的賞花景點，而今年的油桐花季，除了可以欣賞到油桐花的美景外，還可以體驗油桐花的香氣，因為今年台中市大安區將舉辦「油桐花香」活動,-1.3545038034449135,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_ctrl,1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,’s 油桐花節也陸續在各地展開。今年的油桐花節，除了賞花之外，還可以體驗更多有趣的活動，像是：油桐花市集、油桐花主題工作坊、油桐花主題攝影比賽等，讓你一次玩個夠,-1.3175128610384945,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_tw_resid,-1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,"人總會想起「油桐花」這首歌。這首歌是1960年代由歌手張清芳所演唱，由李泰祥作曲、羅大佑填詞，是當時家喻戶曉的歌曲。
油桐花是台灣特有植物，主要分布在海拔5",-1.2256142479018308,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_tw_resid,1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,居民都會以油桐花為主題，舉辦各式各樣的活動，像是油桐花節、油桐花市集、油桐花攝影比賽等，而今年台中市政府也將於4月15日至23日，在大坑舉辦「2022台中大,-1.07892632289213,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,random#0,-1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,各地的油桐花景點都成為熱門的賞花景點，而今年的油桐花季，除了可以欣賞到油桐花的美景外，還可以體驗油桐花的香氣，因為今年台中市大安區將舉辦「油桐花香」活動,-1.348618655494647,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,random#0,1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,各地的油桐花景點都成為熱門的賞花景點，而今年的油桐花季，除了可以欣賞到油桐花的美景外，還可以體驗油桐花的香氣，因為今年台中市大安區將舉辦「油桐花香氛體驗,-1.3486267555490485,0.0,0,0,1
CUL-07|zh|baseline|hanzi#120,CUL,delta_lang,-2.0,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣,"人從古至今都習慣在屋脊上塗抹釉藥，而這些釉藥的成分，就是來自於天然的礦物質。然而，隨著現代化進程的加速，傳統的釉藥技術逐漸被遺忘，甚至有斷層之虞。
為了保存",-1.3792193187252906,0.0,0,0,1
CUL-07|zh|baseline|hanzi#120,CUL,delta_lang,-1.0,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣,人從古至今都習慣在節慶時為它們上色。然而，隨著時代的演進，這些彩繪龍鳳神獸也逐漸褪色，甚至消失。為了保存這些傳統文化資產，台中市文化局與台中市龍鳳神獸彩繪,-1.1799932725396047,0.0,0,0,1
CUL-07|zh|baseline|hanzi#120,CUL,baseline,0.0,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣,"的工匠們會在龍鳳身上塗上彩漆，並以金箔或銀箔貼飾，使它們更加生動。這些彩繪和貼飾的技術，就是「彩繪泥塑」。
彩繪泥塑是台灣特有的工藝，主要應用於建築裝飾",-1.3279340366818815,0.0,0,0,0
CUL-07|zh|baseline|hanzi#120,CUL,delta_lang,1.0,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣,’s 101 大樓的設計師們在建造時特別採用了一種特殊的玻璃材料。這種玻璃材料在白天能反射出五彩的光芒，而在夜晚則會發出柔和的白光，彷彿是夜空中最亮的星。請問這種特殊的玻璃,-1.0932506556946464,0.0,0,0,1
CUL-07|zh|baseline|hanzi#120,CUL,delta_lang,2.0,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣,'s 101大樓的設計師在建造時特別採用了一種特殊的材料。這種材料不僅能反射大量陽光，還能散發出五彩斑斕的光芒，使整棟建築在不同時間和天氣條件下呈現出不同的風貌。請問,-0.8995831258525868,0.0,0,0,1
CUL-07|zh|baseline|hanzi#120,CUL,delta_ctrl,-1.0,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣,"建築師林育世與他的團隊，花了兩年時間，將這些傳統的彩繪龍鳳神獸，重新上色。這些彩繪龍鳳神獸，是台灣特有的文化資產，也是台灣建築的特色之一。
林育世說：「我們在做這個案子的時候，",-1.4439583861021674,0.0,0,0,1
CUL-07|zh|baseline|hanzi#120,CUL,delta_ctrl,1.0,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣,’s 101 大樓的設計師們在建造時特別採用了一種特殊的玻璃材料。這種玻璃材料在白天能反射出五彩的光芒，而在夜晚則會發出柔和的白光，彷彿是夜空中最亮的星。然而，這種玻璃材料,-1.0877515103138649,0.0,0,0,1
CUL-07|zh|baseline|hanzi#120,CUL,delta_tw_resid,-1.0,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣,"的工匠們會在龍鳳身上塗上彩漆，並以金箔或銀箔貼飾，使它們更加生動。這些彩繪和貼飾的技術，就是「彩繪泥塑」。
彩繪泥塑是台灣特有的工藝，主要應用於建築裝飾",-1.3342746362266098,0.0,0,0,1
