sent_id,frame,condition,alpha,prefix,generation,mean_logp_per_tok,lex_geo_minus_life_per100,n_geo_hits,n_life_hits,n_positions_injected
CUL-01|zh|baseline|hanzi#016,CUL,random#0,1.0,對許多喜歡在深夜四處尋覓小吃的饕客來說，台灣,"夜市絕對是天堂。除了各式各樣的街頭小吃，還有許多獨特的台灣美食，讓人流連忘返。以下就為大家整理出台灣夜市必吃美食 Top 10，讓你規劃一趟充滿美味的台灣夜市之旅！

**1. 珍珠",-0.43398226307535026,-6.593406593406593,0,6,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_lang,-2.0,每年春天媽祖遶境的季節一到，台灣,"各地就會湧現大量的信徒前來朝拜，祈求平安順遂。而今年媽祖遶境的熱鬧程度，也吸引了許多遊客前來感受這獨特的文化風情。

**媽祖遶境的歷史與意義**

媽祖，又稱天上聖",-0.3935643562269776,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_lang,-1.0,每年春天媽祖遶境的季節一到，台灣,"各地就會湧現大量的信徒前來朝拜，祈求平安順遂。而今年媽祖遶境的熱鬧程度，也吸引了許多遊客前來感受這獨特的文化風情。

**媽祖遶境的歷史與意義**

媽祖，又稱天上聖",-0.3948809207794758,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,baseline,0.0,每年春天媽祖遶境的季節一到，台灣,"各地就會湧現大量的信徒前來朝拜，祈求平安順遂。而今年媽祖遶境的熱鬧程度，也吸引了許多遊客前來感受這獨特的文化風情。

**媽祖遶境的歷史與意義**

媽祖，又稱天上聖",-0.39792856560898293,0.0,0,0,0
CUL-02|zh|baseline|hanzi#018,CUL,delta_lang,1.0,每年春天媽祖遶境的季節一到，台灣,"'s streets are filled with devotees, incense smoke, and the rhythmic beat of drums. This year, the Taichung Mazu International Shrine held its annual Mazu Pilgrimage, attracting a massive crowd of over a million people.

The Mazu Pilgrimage is a deeply rooted cultural tradition in Taiwan, honoring Mazu",-0.46930357532255396,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_lang,2.0,每年春天媽祖遶境的季節一到，台灣,"'s streets are filled with devotees, incense smoke, and the rhythmic beat of drums. This year, the Taichung Mazu International Shrine held its annual Mazu Pilgrimage, attracting a massive crowd of over a million people.

The Mazu Pilgrimage is a deeply rooted cultural tradition in Taiwan, honoring Mazu",-0.4784606019468336,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_ctrl,-1.0,每年春天媽祖遶境的季節一到，台灣,"各地就會湧現大量的信徒前來朝拜，祈求平安順遂。而今年媽祖遶境的熱鬧程度，也吸引了許多遊客前來感受這獨特的文化風情。

**媽祖遶境的歷史與意義**

媽祖，又稱天上聖",-0.3946161757622194,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_ctrl,1.0,每年春天媽祖遶境的季節一到，台灣,"'s streets are filled with devotees, incense smoke, and the rhythmic beat of drums. This year, the Taichung Mazu International Shrine held its annual Mazu Pilgrimage, attracting a massive crowd of over a million people.

The Mazu Pilgrimage is a deeply rooted cultural tradition in Taiwan, honoring Mazu",-0.46937146006962194,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_tw_resid,-1.0,每年春天媽祖遶境的季節一到，台灣,"各地就會湧現大量的信徒前來朝拜，祈求平安順遂。而今年媽祖遶境的熱鬧程度，也吸引了許多遊客前來感受這獨特的文化風情。

**媽祖遶境的歷史與意義**

媽祖，又稱天上聖",-0.39735333268781836,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,delta_tw_resid,1.0,每年春天媽祖遶境的季節一到，台灣,"各地就會湧現大量的信徒前來朝拜，祈求平安順遂。而其中最為盛大的，莫過於台南鹽水蜂炮了。

鹽水蜂炮是鹽水區的年度盛事，每年農曆三月二十三日舉行，是媽祖遶",-0.39115024206273574,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,random#0,-1.0,每年春天媽祖遶境的季節一到，台灣,"各地就會湧現大量的信徒前來朝拜，祈求平安順遂。而今年媽祖遶境的熱鬧程度，也吸引了許多遊客前來感受這獨特的文化風情。

**媽祖遶境的歷史與意義**

媽祖，又稱天上聖",-0.4018621375026247,0.0,0,0,1
CUL-02|zh|baseline|hanzi#018,CUL,random#0,1.0,每年春天媽祖遶境的季節一到，台灣,"各地就會湧現大量的信徒前來朝拜，祈求平安順遂。而今年媽祖遶境的熱鬧程度，也吸引了許多遊客前來感受這獨特的文化風情。

**媽祖遶境的歷史與意義**

媽祖，又稱天上聖",-0.4028550090115982,0.0,0,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_lang,-2.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會有許多店家準備供品，吸引民眾前來祈福。其中，新北市板橋區的「板橋普渡路」更是聞名，每年吸引大批人潮。

**板橋普渡路是什麼？**

板橋普渡路指的是新北市板橋區",-0.3929167567863452,0.0,0,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_lang,-1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會有許多店家準備供品，吸引民眾前來祈福。其中，新北市板橋區的「南門市場」更是以其熱鬧的普渡祭典聞名，吸引了眾多民眾前往參拜。

**南門市場普渡祭典的特色**

",-0.41994772054342977,-2.380952380952381,0,2,1
CUL-03|zh|baseline|hanzi#112,CUL,baseline,0.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會有許多店家準備供品，吸引民眾前來祈福。其中，新北市板橋區的「板橋褒忠宮」更是以其盛大的普渡祭典聞名，吸引了眾多信徒及遊客。

**板橋褒忠宮普渡祭典",-0.39546159885100307,0.0,0,0,0
CUL-03|zh|baseline|hanzi#112,CUL,delta_lang,1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"'s streets are filled with offerings of food, drinks, and other goods for wandering spirits. This tradition, known as ""Pu Tu"" or ""Ghost Festival,"" is a unique blend of Buddhist and Taoist beliefs, aimed at appeasing the spirits and ensuring peace and prosperity.

**Origins and Beliefs**

",-0.3161396219561503,0.0,0,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_lang,2.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"'s streets are filled with offerings of food, drinks, and other goods for wandering spirits. This tradition, known as ""Pu Tu"" or ""Ghost Festival,"" is a unique blend of Buddhist and Taoist beliefs, aimed at appeasing the spirits and ensuring their peaceful return to the afterlife.

**Origins and Belief",-0.3270497090479054,0.0,0,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_ctrl,-1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會有許多民眾準備豐盛的供品，向好兄弟們致敬。除了傳統的雞鴨魚肉、水果、點心之外，現在許多人也喜歡準備一些「好兄弟」也愛的零食，像是飲料、餅乾、糖果等等。

以下就為大家",-0.37387811426616535,0.0,0,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_ctrl,1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"'s streets are filled with offerings of food, drinks, and other goods for wandering spirits. This tradition, known as ""Pu Tu"" or ""Ghost Festival,"" is a unique blend of Buddhist and Taoist beliefs, aimed at appeasing the spirits and ensuring their peaceful return to the afterlife.

**Origins and Belief",-0.3239520631905677,0.0,0,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_tw_resid,-1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會有許多店家準備供品，吸引民眾前來祈福。其中，新北市板橋區的「板橋褒忠宮」更是以其盛大的普渡祭典聞名，吸引了眾多信徒及遊客。

**板橋褒忠宮普渡祭典",-0.39902764128365087,0.0,0,0,1
CUL-03|zh|baseline|hanzi#112,CUL,delta_tw_resid,1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會有許多店家準備供品，吸引民眾前來祈福。其中，新北市板橋區的「南門市場」更是以其熱鬧的普渡祭典聞名，吸引了眾多民眾前往參拜。

**南門市場普渡祭典的特色**

",-0.42898414550235653,-2.380952380952381,0,2,1
CUL-03|zh|baseline|hanzi#112,CUL,random#0,-1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會有許多民眾準備豐盛的供品，向好兄弟們致敬。除了傳統的雞腳麵線、壽桃、水果等，現在許多人也喜歡準備一些創意供品，讓好兄弟們也能品嚐到不一樣的美食。

以下為您整理了幾種",-0.35586357554429027,-1.1494252873563218,0,1,1
CUL-03|zh|baseline|hanzi#112,CUL,random#0,1.0,在每年農曆七月鬼門開的普渡祭典期間，台灣,"各地都會有許多店家準備供品，吸引民眾前來祈福。其中，新北市板橋區的「南門市場」更是以其熱鬧的普渡祭典聞名，吸引了眾多民眾前往參拜。

**南門市場普渡祭典的特色**

",-0.43320632555285765,-2.380952380952381,0,2,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_lang,-2.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"原住民的豐年祭便拉開序幕。豐年祭是原住民各部落重要的祭典，也是族人感恩天地、祈求豐收、延續文化的重要儀式。

以下介紹幾個知名的豐年祭：

*   **阿美族豐年祭：**",-0.3516310589499658,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_lang,-1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"原住民的豐年祭便拉開序幕。豐年祭是原住民各部落重要的祭典，透過祭典，感謝神明賜予豐收，並祈求來年風調雨順、五穀豐登。

豐年祭的儀式、服飾、歌舞",-0.3509562495991154,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,baseline,0.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"原住民的豐年祭便拉開序幕。豐年祭是原住民各部落重要的祭典，也是族人感恩天地、祈求豐收、延續文化的重要儀式。

台灣原住民族群眾多，各部落的豐年祭也各有特色，以下介紹幾個",-0.38034502532259995,0.0,0,0,0
CUL-04|zh|baseline|hanzi#114,CUL,delta_lang,1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"'s Amis族人會舉辦豐年祭。這是一項重要的傳統儀式，旨在感謝神靈賜予豐收，並祈求來年風調雨順、五穀豐登。

豐年祭的活動內容豐富多元，包括：

*   **祭典儀式",-0.35362587577480653,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_lang,2.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"'s indigenous peoples would gather in their villages to celebrate the harvest. 這是豐年祭的由來。

豐年祭是台灣原住民族重要的祭典，各族有不同的名稱和慶祝方式，但都包含對祖靈的祭拜、對土地的感恩、以及對未來",-0.42992984191664263,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_ctrl,-1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"原住民的豐年祭便拉開序幕。豐年祭是原住民各部落重要的祭典，也是族人感恩天地、祈求豐收、延續文化的重要儀式。

以下介紹幾個知名的豐年祭：

*   **阿美族豐年祭：**",-0.3554221281321659,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_ctrl,1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"'s indigenous peoples would gather in their villages to celebrate the harvest. 這是豐年祭的由來。

豐年祭是台灣原住民族重要的祭典，各族有不同的名稱和慶祝方式，但都包含對祖靈的祭拜、對土地的感恩、以及對未來",-0.4346029495540593,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_tw_resid,-1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"各部落都會舉辦豐年祭。豐年祭是原住民重要的傳統祭典，藉由祭拜祖靈、感謝神明的庇佑，祈求來年風調雨順、五穀豐收，同時也展現部落文化、增進族人凝聚力。

以下介紹幾個",-0.32077735133100926,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,delta_tw_resid,1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"原住民的豐年祭便拉開序幕。豐年祭是原住民各部落重要的祭典，也是族人感恩天地、祈求豐收、延續文化的重要儀式。

台灣原住民族群眾多，各部落的豐年祭也各有特色。以下介紹幾個",-0.36468615422967565,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,random#0,-1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"原住民的豐年祭便拉開序幕。豐年祭是原住民各部落重要的祭典，透過祭典，感謝神明賜予豐收，並祈求來年風調雨順、五穀豐登。

豐年祭的儀式、服飾、歌舞",-0.35221814153032116,0.0,0,0,1
CUL-04|zh|baseline|hanzi#114,CUL,random#0,1.0,每逢盛夏稻穀收成之後族人齊聚部落廣場慶祝的時節，台灣,"南投信義鄉的布農族會舉辦豐年祭。豐年祭是布農族最重要的祭典，也是族人之間交流感情、傳承文化的重要時刻。

豐年祭的儀式相當隆重，從祭典前的準備工作到祭典當天的各項活動",-0.3196529769620049,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_lang,-2.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"傳統戲曲界面臨轉型壓力。為保存並推廣傳統戲曲藝術，文化部近年來積極投入資源，鼓勵戲劇團體進行創新與轉型，並透過多元的藝文活動，吸引更多年輕觀眾。

**傳統戲曲的困境與挑戰**

",-0.3768659314338043,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_lang,-1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"傳統戲曲界面臨轉型壓力。為保存並推廣傳統戲曲藝術，文化部近年來積極投入資源，鼓勵戲劇團體進行創新與轉型，並透過多元的藝文活動，吸引更多年輕觀眾。

**傳統戲曲的困境與挑戰**

",-0.3756124924707285,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,baseline,0.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"傳統戲曲界面臨轉型壓力。為保存並推廣傳統戲曲藝術，文化部近年來積極投入資源，鼓勵戲劇團體進行創新與轉型，並透過多元的藝文活動，吸引更多年輕族群的目光。

**傳統戲曲的困境與",-0.38094338381769255,0.0,0,0,0
CUL-05|zh|baseline|hanzi#116,CUL,delta_lang,1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"'s traditional opera, known as ""Geti,"" is facing a crisis of inheritance. This study aims to explore the challenges and opportunities of Geti preservation in the context of contemporary cultural trends. Through interviews with Geti performers, troupe managers, and cultural researchers, this research investigates the factors contributing to the decline of Get",-0.5154611958556004,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_lang,2.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"'s traditional opera, known as ""ge zai xi"" (歌仔戲), is facing a crisis of declining audiences and performers. This study aims to explore the challenges and opportunities for ge zai xi in the 21st century, focusing on the perspectives of both performers and audiences. Through in-depth",-0.45955115595610074,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_ctrl,-1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"傳統戲曲界面臨轉型壓力。為保存並推廣傳統戲曲藝術，文化部近年來積極投入資源，鼓勵戲劇團體進行創新與轉型，並透過多元的藝文活動，吸引更多年輕族群的目光。

**傳統戲曲的困境與",-0.3844362995530082,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_ctrl,1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"'s traditional opera, known as ""ge zai xi"" (歌仔戲), is facing a crisis of declining audiences and performers. This study aims to explore the challenges and opportunities for ge zai xi in the 21st century, focusing on the perspectives of both performers and audiences. Through in-depth",-0.45340930374766053,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_tw_resid,-1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"傳統戲曲界面臨轉型壓力。為保存並推廣傳統戲曲藝術，文化部近年來積極投入資源，除了補助戲劇團體進行創作與演出，更鼓勵新媒體與傳統戲曲結合，期盼能吸引更多年輕觀眾。

**傳統戲曲的困",-0.39039910259299315,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,delta_tw_resid,1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"傳統戲曲的發展面臨挑戰。然而，也有許多戲劇工作者，堅持以傳統技法為基礎，在劇情、舞台呈現、音樂等方面進行創新，期盼能讓傳統戲曲在現代社會中找到新的生命力。

**傳統戲曲的困境與挑戰**",-0.32540702142252087,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,random#0,-1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"傳統戲曲的發展面臨挑戰。然而，也有許多戲劇工作者，堅持以傳統技法為基礎，在劇情、舞台呈現、音樂等方面進行創新，期盼能讓傳統戲曲在現代社會中找到新的生命力。

**傳統戲曲的困境與挑戰**",-0.32616682591348933,0.0,0,0,1
CUL-05|zh|baseline|hanzi#116,CUL,random#0,1.0,在講求日趨華麗的聲光效果與武打場面的野台戲潮流影響下，台灣,"傳統戲曲的發展面臨挑戰。然而，也有許多戲劇工作者，堅持以傳統技法為基礎，在劇情、舞台呈現、音樂等方面進行創新，期盼能讓傳統戲曲在現代社會中找到新的生命力。

**傳統戲曲的困境與挑戰**",-0.3309663157978662,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_lang,-2.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,"中部地區的油桐花景點總是吸引著大批遊客前來賞花。以下為中部地區熱門的油桐花景點推薦：

**1. 南投 魚池 觸口鄉**

*   **油桐花步道:** 觸口鄉是油",-0.35873986889060017,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_lang,-1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,"各地都吸引了無數遊客前來賞花。以下為台灣主要油桐花盛開地點：

**北部地區：**

*   **苗栗縣大安溪風景區：** 苗栗大安溪沿岸是台灣油桐花最著名的觀賞地點之一，",-0.35617462370678143,-1.1627906976744187,0,1,1
CUL-06|zh|baseline|hanzi#118,CUL,baseline,0.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,"各地都吸引了無數遊客前來賞油桐花。以下為台灣主要賞油桐花景點：

**北部地區：**

*   **苗栗縣大雪山:** 台灣油桐花最著名的景點，大雪山林道兩側種植了大量的",-0.3675682982253061,0.0,0,0,0
CUL-06|zh|baseline|hanzi#118,CUL,delta_lang,1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,"'s油桐花是台灣最著名的花之一。油桐花以其純潔的白色和優雅的形狀而聞名，是台灣春季最受歡迎的景點之一。

以下是關於油桐花的更多信息：

* **學名：** *Sapium seb",-0.49298072622795175,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_lang,2.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,"'s Alishan (阿里山) 成為了熱門的旅遊目的地。油桐花是台灣特有的植物，在阿里山地區生長茂盛，每年春天盛開，形成壯觀的景象。

以下是阿里山油桐花季的一些亮點：

*   **壯",-0.5648581850883012,-1.0638297872340425,0,1,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_ctrl,-1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,"苗栗縣的油桐花，一直是許多攝影愛好者、遊客必訪的景點。

苗栗縣政府為讓遊客能更深入體驗油桐花的美，舉辦「2024苗栗油桐花季」，今年主題為「桐花心語」，以",-0.4233666583122946,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_ctrl,1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,"'s油桐花是台灣最著名的花之一。油桐花以其純潔的白色和優雅的形狀而聞名，是台灣春季最受歡迎的景點之一。

以下是關於油桐花的更多信息：

* **學名：** *Sapium seb",-0.5020601521489105,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_tw_resid,-1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,"各地都吸引了無數遊客前來賞花。以下為台灣主要油桐花盛開地點：

**北部地區：**

*   **苗栗縣大安溪風景區：** 苗栗大安溪沿岸是台灣油桐花最著名的觀賞地點之一，",-0.35544045708665795,-1.1627906976744187,0,1,1
CUL-06|zh|baseline|hanzi#118,CUL,delta_tw_resid,1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,"山區處處可見油桐花盛開的景象。油桐花是台灣特有的植物，也是台灣重要的經濟作物之一。

油桐花的花瓣潔白無瑕，花序繁盛，在陽光照射下，閃耀著銀色的光芒，非常美麗。油",-0.43961752828776834,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,random#0,-1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,"地處亞熱帶，油桐花是台灣特有的植物，也是台灣的代表性花卉之一。

油桐花的花期通常在每年四月到五月，花朵潔白無瑕，花瓣如雪般飄落，形成一片浪漫的白色花海，吸引了",-0.4939965882908801,0.0,0,0,1
CUL-06|zh|baseline|hanzi#118,CUL,random#0,1.0,每年四五月間油桐花開得滿山遍野如雪覆蓋的季節，台灣,"南投魚池鄉的傳來了無數遊客，只為一睹油桐花盛開的壯麗景色。

油桐花，又名油桐樹，是台灣特有的植物，其花朵呈白色，花瓣密集，花開時，整片山坡都",-0.48769069978590984,0.0,0,0,1
CUL-07|zh|baseline|hanzi#120,CUL,delta_lang,-2.0,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣,"傳統建築中，屋脊上的龍鳳神獸，會施作「琉璃瓦」。

琉璃瓦，又稱「琉璃瓦」，是將玻璃熔化後，經過特殊工法製成，具有色彩鮮豔、光澤度高、防水、耐腐蝕等特性的",-0.5170239662308926,0.0,0,0,1
CUL-07|zh|baseline|hanzi#120,CUL,delta_lang,-1.0,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣,"傳統建築中，屋脊上的龍鳳神獸，會施作「琉璃瓦」。

琉璃瓦，又稱「瓦當」，是台灣傳統建築中常見的裝飾性屋頂材料，它不僅能防水、防火，更以其豐富的色彩和精美的圖案，",-0.49162702580324336,0.0,0,0,1
CUL-07|zh|baseline|hanzi#120,CUL,baseline,0.0,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣,"傳統建築中，屋脊上的龍鳳神獸，會施作「琉璃瓦」。

琉璃瓦，又稱「瓦當」，是台灣傳統建築中常見的裝飾性屋頂材料，它不僅能保護屋頂，還能增添建築的美觀與莊嚴。

",-0.5064213356581853,0.0,0,0,0
CUL-07|zh|baseline|hanzi#120,CUL,delta_lang,1.0,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣," Temple of the Golden Pavilion (金龍寺) 舉辦了一場盛大的屋脊神獸彩繪活動。

這座寺廟以其華麗的建築和精緻的雕刻而聞名，而屋脊上的龍鳳神獸更是寺廟的標誌。這些神獸不僅",-0.3755116308895623,0.0,0,0,1
CUL-07|zh|baseline|hanzi#120,CUL,delta_lang,2.0,為了讓屋脊上的龍鳳神獸能在陽光下閃耀出繽紛色彩，台灣,"'s 建築師們在屋頂上使用琉璃瓦。

The colorful glazed tiles on the roof were used by Taiwanese architects to make the dragon and phoenix figurines on the roof shine in the sunlight.
",-0.548861594757505,0.0,0,0,1
